Data loaded!
Total unique citation sentences: 58405093
Processing chunk 2 (20000000 to 30000000)
[0/10000000] Processed: 384 | Elapsed: 0.02 min | ETA: 423.47 min
[1612800/10000000] Processed: 1,613,184 | Elapsed: 61.18 min | ETA: 318.05 min
[1651200/10000000] Processed: 1,651,584 | Elapsed: 62.65 min | ETA: 316.66 min
[1689600/10000000] Processed: 1,689,984 | Elapsed: 64.12 min | ETA: 315.30 min
[1728000/10000000] Processed: 1,728,384 | Elapsed: 65.59 min | ETA: 313.91 min
[1766400/10000000] Processed: 1,766,784 | Elapsed: 67.06 min | ETA: 312.48 min
[1804800/10000000] Processed: 1,805,184 | Elapsed: 68.52 min | ETA: 311.07 min
[1843200/10000000] Processed: 1,843,584 | Elapsed: 69.99 min | ETA: 309.66 min
[1881600/10000000] Processed: 1,881,984 | Elapsed: 71.46 min | ETA: 308.26 min
[1920000/10000000] Processed: 1,920,384 | Elapsed: 72.93 min | ETA: 306.84 min
[1958400/10000000] Processed: 1,958,784 | Elapsed: 74.40 min | ETA: 305.44 min
[1996800/10000000] Processed: 1,997,184 | Elapsed: 75.86 min | ETA: 303.98 min
[2035200/10000000] Processed: 2,035,584 | Elapsed: 77.32 min | ETA: 302.53 min
[2073600/10000000] Processed: 2,073,984 | Elapsed: 78.77 min | ETA: 301.04 min
[2112000/10000000] Processed: 2,112,384 | Elapsed: 80.23 min | ETA: 299.57 min
[2150400/10000000] Processed: 2,150,784 | Elapsed: 81.70 min | ETA: 298.16 min
[2188800/10000000] Processed: 2,189,184 | Elapsed: 83.17 min | ETA: 296.73 min
[2227200/10000000] Processed: 2,227,584 | Elapsed: 84.64 min | ETA: 295.31 min
[2265600/10000000] Processed: 2,265,984 | Elapsed: 86.10 min | ETA: 293.87 min
[2304000/10000000] Processed: 2,304,384 | Elapsed: 87.55 min | ETA: 292.38 min
[2342400/10000000] Processed: 2,342,784 | Elapsed: 89.02 min | ETA: 290.95 min
[2380800/10000000] Processed: 2,381,184 | Elapsed: 90.49 min | ETA: 289.53 min
[2419200/10000000] Processed: 2,419,584 | Elapsed: 91.95 min | ETA: 288.06 min
[2457600/10000000] Processed: 2,457,984 | Elapsed: 93.41 min | ETA: 286.62 min
[2496000/10000000] Processed: 2,496,384 | Elapsed: 94.88 min | ETA: 285.19 min
[2534400/10000000] Processed: 2,534,784 | Elapsed: 96.35 min | ETA: 283.78 min
[2572800/10000000] Processed: 2,573,184 | Elapsed: 97.82 min | ETA: 282.33 min
[2611200/10000000] Processed: 2,611,584 | Elapsed: 99.28 min | ETA: 280.87 min
[2649600/10000000] Processed: 2,649,984 | Elapsed: 100.75 min | ETA: 279.43 min
[2688000/10000000] Processed: 2,688,384 | Elapsed: 102.21 min | ETA: 277.98 min
[2726400/10000000] Processed: 2,726,784 | Elapsed: 103.68 min | ETA: 276.54 min
[2764800/10000000] Processed: 2,765,184 | Elapsed: 105.12 min | ETA: 275.05 min
[2803200/10000000] Processed: 2,803,584 | Elapsed: 106.59 min | ETA: 273.61 min
[2841600/10000000] Processed: 2,841,984 | Elapsed: 108.06 min | ETA: 272.16 min
[2880000/10000000] Processed: 2,880,384 | Elapsed: 109.51 min | ETA: 270.68 min
[2918400/10000000] Processed: 2,918,784 | Elapsed: 110.98 min | ETA: 269.24 min
[2956800/10000000] Processed: 2,957,184 | Elapsed: 112.43 min | ETA: 267.77 min
[2995200/10000000] Processed: 2,995,584 | Elapsed: 113.89 min | ETA: 266.30 min
[3033600/10000000] Processed: 3,033,984 | Elapsed: 115.35 min | ETA: 264.84 min
[3072000/10000000] Processed: 3,072,384 | Elapsed: 116.81 min | ETA: 263.38 min
[3110400/10000000] Processed: 3,110,784 | Elapsed: 118.26 min | ETA: 261.90 min
[3148800/10000000] Processed: 3,149,184 | Elapsed: 119.72 min | ETA: 260.44 min
[3187200/10000000] Processed: 3,187,584 | Elapsed: 121.18 min | ETA: 258.97 min
[3225600/10000000] Processed: 3,225,984 | Elapsed: 122.63 min | ETA: 257.51 min
[3264000/10000000] Processed: 3,264,384 | Elapsed: 124.11 min | ETA: 256.08 min
[3302400/10000000] Processed: 3,302,784 | Elapsed: 125.58 min | ETA: 254.64 min
[3340800/10000000] Processed: 3,341,184 | Elapsed: 127.05 min | ETA: 253.20 min
[3379200/10000000] Processed: 3,379,584 | Elapsed: 128.50 min | ETA: 251.72 min
[3417600/10000000] Processed: 3,417,984 | Elapsed: 129.95 min | ETA: 250.24 min
[3456000/10000000] Processed: 3,456,384 | Elapsed: 131.41 min | ETA: 248.79 min
[3494400/10000000] Processed: 3,494,784 | Elapsed: 132.85 min | ETA: 247.28 min
[3532800/10000000] Processed: 3,533,184 | Elapsed: 134.31 min | ETA: 245.83 min
[3571200/10000000] Processed: 3,571,584 | Elapsed: 135.78 min | ETA: 244.40 min
[3609600/10000000] Processed: 3,609,984 | Elapsed: 137.24 min | ETA: 242.93 min
[3648000/10000000] Processed: 3,648,384 | Elapsed: 138.70 min | ETA: 241.46 min
[3686400/10000000] Processed: 3,686,784 | Elapsed: 140.15 min | ETA: 239.98 min
[3724800/10000000] Processed: 3,725,184 | Elapsed: 141.58 min | ETA: 238.48 min
[3763200/10000000] Processed: 3,763,584 | Elapsed: 143.04 min | ETA: 237.03 min
[3801600/10000000] Processed: 3,801,984 | Elapsed: 144.51 min | ETA: 235.58 min
[3840000/10000000] Processed: 3,840,384 | Elapsed: 145.99 min | ETA: 234.15 min
[3878400/10000000] Processed: 3,878,784 | Elapsed: 147.45 min | ETA: 232.69 min
[3916800/10000000] Processed: 3,917,184 | Elapsed: 148.91 min | ETA: 231.23 min
[3955200/10000000] Processed: 3,955,584 | Elapsed: 150.38 min | ETA: 229.79 min
[3993600/10000000] Processed: 3,993,984 | Elapsed: 151.82 min | ETA: 228.31 min
[4032000/10000000] Processed: 4,032,384 | Elapsed: 153.28 min | ETA: 226.85 min
[4070400/10000000] Processed: 4,070,784 | Elapsed: 154.75 min | ETA: 225.40 min
[4108800/10000000] Processed: 4,109,184 | Elapsed: 156.21 min | ETA: 223.94 min
[4147200/10000000] Processed: 4,147,584 | Elapsed: 157.66 min | ETA: 222.47 min
[4185600/10000000] Processed: 4,185,984 | Elapsed: 159.11 min | ETA: 220.99 min
[4224000/10000000] Processed: 4,224,384 | Elapsed: 160.57 min | ETA: 219.53 min
[4262400/10000000] Processed: 4,262,784 | Elapsed: 162.02 min | ETA: 218.06 min
[4300800/10000000] Processed: 4,301,184 | Elapsed: 163.48 min | ETA: 216.61 min
[4339200/10000000] Processed: 4,339,584 | Elapsed: 164.94 min | ETA: 215.14 min
[4377600/10000000] Processed: 4,377,984 | Elapsed: 166.37 min | ETA: 213.65 min
[4416000/10000000] Processed: 4,416,384 | Elapsed: 167.83 min | ETA: 212.19 min
[4454400/10000000] Processed: 4,454,784 | Elapsed: 169.28 min | ETA: 210.71 min
[4492800/10000000] Processed: 4,493,184 | Elapsed: 170.74 min | ETA: 209.26 min
[4531200/10000000] Processed: 4,531,584 | Elapsed: 172.21 min | ETA: 207.81 min
[4569600/10000000] Processed: 4,569,984 | Elapsed: 173.66 min | ETA: 206.34 min
[4608000/10000000] Processed: 4,608,384 | Elapsed: 175.11 min | ETA: 204.87 min
[4646400/10000000] Processed: 4,646,784 | Elapsed: 176.57 min | ETA: 203.41 min
[4684800/10000000] Processed: 4,685,184 | Elapsed: 178.03 min | ETA: 201.96 min
[4723200/10000000] Processed: 4,723,584 | Elapsed: 179.48 min | ETA: 200.49 min
[4761600/10000000] Processed: 4,761,984 | Elapsed: 180.94 min | ETA: 199.02 min
[4800000/10000000] Processed: 4,800,384 | Elapsed: 182.39 min | ETA: 197.56 min
[4838400/10000000] Processed: 4,838,784 | Elapsed: 183.86 min | ETA: 196.11 min
[4876800/10000000] Processed: 4,877,184 | Elapsed: 185.33 min | ETA: 194.67 min
[4915200/10000000] Processed: 4,915,584 | Elapsed: 186.76 min | ETA: 193.18 min
[4953600/10000000] Processed: 4,953,984 | Elapsed: 188.21 min | ETA: 191.71 min
[4992000/10000000] Processed: 4,992,384 | Elapsed: 189.68 min | ETA: 190.26 min
[5030400/10000000] Processed: 5,030,784 | Elapsed: 191.15 min | ETA: 188.82 min
[5068800/10000000] Processed: 5,069,184 | Elapsed: 192.62 min | ETA: 187.36 min
[5107200/10000000] Processed: 5,107,584 | Elapsed: 194.09 min | ETA: 185.91 min
[5145600/10000000] Processed: 5,145,984 | Elapsed: 195.56 min | ETA: 184.47 min
[5184000/10000000] Processed: 5,184,384 | Elapsed: 197.04 min | ETA: 183.02 min
[5222400/10000000] Processed: 5,222,784 | Elapsed: 198.52 min | ETA: 181.58 min
[5260800/10000000] Processed: 5,261,184 | Elapsed: 200.00 min | ETA: 180.14 min
[5299200/10000000] Processed: 5,299,584 | Elapsed: 201.48 min | ETA: 178.70 min
[5337600/10000000] Processed: 5,337,984 | Elapsed: 202.95 min | ETA: 177.25 min
[5376000/10000000] Processed: 5,376,384 | Elapsed: 204.43 min | ETA: 175.80 min
[5414400/10000000] Processed: 5,414,784 | Elapsed: 205.91 min | ETA: 174.36 min
[5452800/10000000] Processed: 5,453,184 | Elapsed: 207.38 min | ETA: 172.91 min
[5491200/10000000] Processed: 5,491,584 | Elapsed: 208.86 min | ETA: 171.47 min
[5529600/10000000] Processed: 5,529,984 | Elapsed: 210.34 min | ETA: 170.02 min
[5568000/10000000] Processed: 5,568,384 | Elapsed: 211.82 min | ETA: 168.58 min
[5606400/10000000] Processed: 5,606,784 | Elapsed: 213.29 min | ETA: 167.13 min
[5644800/10000000] Processed: 5,645,184 | Elapsed: 214.77 min | ETA: 165.68 min
[5683200/10000000] Processed: 5,683,584 | Elapsed: 216.25 min | ETA: 164.23 min
[5721600/10000000] Processed: 5,721,984 | Elapsed: 217.73 min | ETA: 162.78 min
[5760000/10000000] Processed: 5,760,384 | Elapsed: 219.21 min | ETA: 161.33 min
[5798400/10000000] Processed: 5,798,784 | Elapsed: 220.68 min | ETA: 159.89 min
[5836800/10000000] Processed: 5,837,184 | Elapsed: 222.16 min | ETA: 158.44 min
[5875200/10000000] Processed: 5,875,584 | Elapsed: 223.64 min | ETA: 156.99 min
[5913600/10000000] Processed: 5,913,984 | Elapsed: 225.12 min | ETA: 155.53 min
[5952000/10000000] Processed: 5,952,384 | Elapsed: 226.59 min | ETA: 154.08 min
[5990400/10000000] Processed: 5,990,784 | Elapsed: 228.07 min | ETA: 152.63 min
[6028800/10000000] Processed: 6,029,184 | Elapsed: 229.55 min | ETA: 151.18 min
[6067200/10000000] Processed: 6,067,584 | Elapsed: 231.02 min | ETA: 149.73 min
[6105600/10000000] Processed: 6,105,984 | Elapsed: 232.50 min | ETA: 148.27 min
[6144000/10000000] Processed: 6,144,384 | Elapsed: 233.98 min | ETA: 146.82 min
[6182400/10000000] Processed: 6,182,784 | Elapsed: 235.46 min | ETA: 145.37 min
[6220800/10000000] Processed: 6,221,184 | Elapsed: 236.93 min | ETA: 143.91 min
[6259200/10000000] Processed: 6,259,584 | Elapsed: 238.41 min | ETA: 142.46 min
[6297600/10000000] Processed: 6,297,984 | Elapsed: 239.88 min | ETA: 141.01 min
[6336000/10000000] Processed: 6,336,384 | Elapsed: 241.36 min | ETA: 139.55 min
[6374400/10000000] Processed: 6,374,784 | Elapsed: 242.84 min | ETA: 138.10 min
[6412800/10000000] Processed: 6,413,184 | Elapsed: 244.32 min | ETA: 136.64 min
[6451200/10000000] Processed: 6,451,584 | Elapsed: 245.79 min | ETA: 135.19 min
[6489600/10000000] Processed: 6,489,984 | Elapsed: 247.27 min | ETA: 133.73 min
[6528000/10000000] Processed: 6,528,384 | Elapsed: 248.75 min | ETA: 132.28 min
[6566400/10000000] Processed: 6,566,784 | Elapsed: 250.22 min | ETA: 130.82 min
[6604800/10000000] Processed: 6,605,184 | Elapsed: 251.70 min | ETA: 129.36 min
[6643200/10000000] Processed: 6,643,584 | Elapsed: 253.18 min | ETA: 127.91 min
[6681600/10000000] Processed: 6,681,984 | Elapsed: 254.66 min | ETA: 126.45 min
[6720000/10000000] Processed: 6,720,384 | Elapsed: 256.13 min | ETA: 124.99 min
[6758400/10000000] Processed: 6,758,784 | Elapsed: 257.60 min | ETA: 123.54 min
[6796800/10000000] Processed: 6,797,184 | Elapsed: 259.08 min | ETA: 122.08 min
[6835200/10000000] Processed: 6,835,584 | Elapsed: 260.56 min | ETA: 120.62 min
[6873600/10000000] Processed: 6,873,984 | Elapsed: 262.04 min | ETA: 119.16 min
[6912000/10000000] Processed: 6,912,384 | Elapsed: 263.52 min | ETA: 117.71 min
[6950400/10000000] Processed: 6,950,784 | Elapsed: 264.99 min | ETA: 116.25 min
[6988800/10000000] Processed: 6,989,184 | Elapsed: 266.47 min | ETA: 114.79 min
[7027200/10000000] Processed: 7,027,584 | Elapsed: 267.94 min | ETA: 113.33 min
[7065600/10000000] Processed: 7,065,984 | Elapsed: 269.42 min | ETA: 111.87 min
[7104000/10000000] Processed: 7,104,384 | Elapsed: 270.89 min | ETA: 110.41 min
[7142400/10000000] Processed: 7,142,784 | Elapsed: 272.37 min | ETA: 108.95 min
[7180800/10000000] Processed: 7,181,184 | Elapsed: 273.85 min | ETA: 107.49 min
[7219200/10000000] Processed: 7,219,584 | Elapsed: 275.33 min | ETA: 106.04 min
[7257600/10000000] Processed: 7,257,984 | Elapsed: 276.81 min | ETA: 104.58 min
[7296000/10000000] Processed: 7,296,384 | Elapsed: 278.28 min | ETA: 103.11 min
[7334400/10000000] Processed: 7,334,784 | Elapsed: 279.76 min | ETA: 101.65 min
[7372800/10000000] Processed: 7,373,184 | Elapsed: 281.24 min | ETA: 100.19 min
[7411200/10000000] Processed: 7,411,584 | Elapsed: 282.71 min | ETA: 98.73 min
[7449600/10000000] Processed: 7,449,984 | Elapsed: 284.19 min | ETA: 97.27 min
[7488000/10000000] Processed: 7,488,384 | Elapsed: 285.67 min | ETA: 95.81 min
[7526400/10000000] Processed: 7,526,784 | Elapsed: 287.14 min | ETA: 94.35 min
[7564800/10000000] Processed: 7,565,184 | Elapsed: 288.62 min | ETA: 92.89 min
[7603200/10000000] Processed: 7,603,584 | Elapsed: 290.09 min | ETA: 91.43 min
[7641600/10000000] Processed: 7,641,984 | Elapsed: 291.57 min | ETA: 89.97 min
[7680000/10000000] Processed: 7,680,384 | Elapsed: 293.05 min | ETA: 88.51 min
[7718400/10000000] Processed: 7,718,784 | Elapsed: 294.53 min | ETA: 87.04 min
[7756800/10000000] Processed: 7,757,184 | Elapsed: 296.01 min | ETA: 85.58 min
[7795200/10000000] Processed: 7,795,584 | Elapsed: 297.48 min | ETA: 84.12 min
[7833600/10000000] Processed: 7,833,984 | Elapsed: 298.93 min | ETA: 82.65 min
[7872000/10000000] Processed: 7,872,384 | Elapsed: 300.36 min | ETA: 81.18 min
[7910400/10000000] Processed: 7,910,784 | Elapsed: 301.84 min | ETA: 79.72 min
[7948800/10000000] Processed: 7,949,184 | Elapsed: 303.32 min | ETA: 78.25 min
[7987200/10000000] Processed: 7,987,584 | Elapsed: 304.79 min | ETA: 76.79 min
[8025600/10000000] Processed: 8,025,984 | Elapsed: 306.27 min | ETA: 75.33 min
[8064000/10000000] Processed: 8,064,384 | Elapsed: 307.74 min | ETA: 73.86 min
[8102400/10000000] Processed: 8,102,784 | Elapsed: 309.21 min | ETA: 72.40 min
[8140800/10000000] Processed: 8,141,184 | Elapsed: 310.67 min | ETA: 70.93 min
[8179200/10000000] Processed: 8,179,584 | Elapsed: 312.13 min | ETA: 69.47 min
[8217600/10000000] Processed: 8,217,984 | Elapsed: 313.58 min | ETA: 68.00 min
[8256000/10000000] Processed: 8,256,384 | Elapsed: 315.06 min | ETA: 66.54 min
[8294400/10000000] Processed: 8,294,784 | Elapsed: 316.53 min | ETA: 65.07 min
[8332800/10000000] Processed: 8,333,184 | Elapsed: 318.01 min | ETA: 63.61 min
[8371200/10000000] Processed: 8,371,584 | Elapsed: 319.48 min | ETA: 62.14 min
[8409600/10000000] Processed: 8,409,984 | Elapsed: 320.94 min | ETA: 60.68 min
[8448000/10000000] Processed: 8,448,384 | Elapsed: 322.42 min | ETA: 59.21 min
[8486400/10000000] Processed: 8,486,784 | Elapsed: 323.89 min | ETA: 57.75 min
[8524800/10000000] Processed: 8,525,184 | Elapsed: 325.37 min | ETA: 56.29 min
[8563200/10000000] Processed: 8,563,584 | Elapsed: 326.84 min | ETA: 54.82 min
[8601600/10000000] Processed: 8,601,984 | Elapsed: 328.32 min | ETA: 53.36 min
[8640000/10000000] Processed: 8,640,384 | Elapsed: 329.79 min | ETA: 51.89 min
[8678400/10000000] Processed: 8,678,784 | Elapsed: 331.26 min | ETA: 50.43 min
[8716800/10000000] Processed: 8,717,184 | Elapsed: 332.73 min | ETA: 48.96 min
[8755200/10000000] Processed: 8,755,584 | Elapsed: 334.20 min | ETA: 47.50 min
[8793600/10000000] Processed: 8,793,984 | Elapsed: 335.68 min | ETA: 46.04 min
[8832000/10000000] Processed: 8,832,384 | Elapsed: 337.15 min | ETA: 44.57 min
[8870400/10000000] Processed: 8,870,784 | Elapsed: 338.63 min | ETA: 43.11 min
[8908800/10000000] Processed: 8,909,184 | Elapsed: 340.09 min | ETA: 41.64 min
[8947200/10000000] Processed: 8,947,584 | Elapsed: 341.56 min | ETA: 40.17 min
[8985600/10000000] Processed: 8,985,984 | Elapsed: 343.03 min | ETA: 38.71 min
[9024000/10000000] Processed: 9,024,384 | Elapsed: 344.49 min | ETA: 37.24 min
[9062400/10000000] Processed: 9,062,784 | Elapsed: 345.95 min | ETA: 35.78 min
[9100800/10000000] Processed: 9,101,184 | Elapsed: 347.43 min | ETA: 34.31 min
[9139200/10000000] Processed: 9,139,584 | Elapsed: 348.89 min | ETA: 32.84 min
[9177600/10000000] Processed: 9,177,984 | Elapsed: 350.34 min | ETA: 31.38 min
[9216000/10000000] Processed: 9,216,384 | Elapsed: 351.79 min | ETA: 29.91 min
[9254400/10000000] Processed: 9,254,784 | Elapsed: 353.27 min | ETA: 28.45 min
[9292800/10000000] Processed: 9,293,184 | Elapsed: 354.74 min | ETA: 26.98 min
[9331200/10000000] Processed: 9,331,584 | Elapsed: 356.20 min | ETA: 25.51 min
[9369600/10000000] Processed: 9,369,984 | Elapsed: 357.66 min | ETA: 24.05 min
[9408000/10000000] Processed: 9,408,384 | Elapsed: 359.13 min | ETA: 22.58 min
[9446400/10000000] Processed: 9,446,784 | Elapsed: 360.59 min | ETA: 21.12 min
[9484800/10000000] Processed: 9,485,184 | Elapsed: 362.06 min | ETA: 19.65 min
[9523200/10000000] Processed: 9,523,584 | Elapsed: 363.53 min | ETA: 18.19 min
[9561600/10000000] Processed: 9,561,984 | Elapsed: 365.00 min | ETA: 16.72 min
[9600000/10000000] Processed: 9,600,384 | Elapsed: 366.46 min | ETA: 15.25 min
[9638400/10000000] Processed: 9,638,784 | Elapsed: 367.93 min | ETA: 13.79 min
[9676800/10000000] Processed: 9,677,184 | Elapsed: 369.39 min | ETA: 12.32 min
[9715200/10000000] Processed: 9,715,584 | Elapsed: 370.85 min | ETA: 10.86 min
[9753600/10000000] Processed: 9,753,984 | Elapsed: 372.31 min | ETA: 9.39 min
[9792000/10000000] Processed: 9,792,384 | Elapsed: 373.78 min | ETA: 7.92 min
[9830400/10000000] Processed: 9,830,784 | Elapsed: 375.25 min | ETA: 6.46 min
[9868800/10000000] Processed: 9,869,184 | Elapsed: 376.72 min | ETA: 4.99 min
[9907200/10000000] Processed: 9,907,584 | Elapsed: 378.20 min | ETA: 3.53 min
[9945600/10000000] Processed: 9,945,984 | Elapsed: 379.67 min | ETA: 2.06 min
[9984000/10000000] Processed: 9,984,384 | Elapsed: 381.14 min | ETA: 0.60 min
All chunks processed
