timestamp, name, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2025/04/04 17:22:59.073, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:23:59.073, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 17:24:59.074, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:25:59.074, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 17:26:59.074, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:27:59.074, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 17:28:59.075, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:29:59.075, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 17:30:59.075, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:31:59.075, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:32:59.076, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:33:59.076, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:34:59.076, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:35:59.076, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 17:36:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:37:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:38:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:39:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:40:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:41:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:42:59.077, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:43:59.078, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:44:59.078, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:45:59.078, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 17:46:59.078, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:47:59.079, NVIDIA A10, 0, 91 %, 3351 MiB, 23028 MiB
2025/04/04 17:48:59.079, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:49:59.079, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:50:59.080, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:51:59.080, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:52:59.080, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:53:59.080, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:54:59.081, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:55:59.081, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:56:59.081, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:57:59.081, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 17:58:59.082, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 17:59:59.082, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:00:59.082, NVIDIA A10, 0, 92 %, 3351 MiB, 23028 MiB
2025/04/04 18:01:59.082, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:02:59.083, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:03:59.083, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:04:59.083, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:05:59.083, NVIDIA A10, 0, 94 %, 3351 MiB, 23028 MiB
2025/04/04 18:06:59.084, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:07:59.084, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:08:59.084, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:09:59.085, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:10:59.085, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:11:59.085, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:12:59.085, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:13:59.086, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:14:59.086, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 18:15:59.086, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:16:59.087, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 18:17:59.087, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:18:59.087, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:19:59.088, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:20:59.088, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:21:59.088, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:22:59.088, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:23:59.089, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 18:24:59.089, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:25:59.089, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:26:59.089, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:27:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:28:59.089, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:29:59.089, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:30:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:31:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:32:59.090, NVIDIA A10, 0, 90 %, 3351 MiB, 23028 MiB
2025/04/04 18:33:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:34:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:35:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:36:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:37:59.091, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:38:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:39:59.092, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:40:59.092, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:41:59.092, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:42:59.092, NVIDIA A10, 0, 86 %, 3351 MiB, 23028 MiB
2025/04/04 18:43:59.093, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:44:59.093, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:45:59.093, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:46:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:47:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:48:59.094, NVIDIA A10, 0, 95 %, 3351 MiB, 23028 MiB
2025/04/04 18:49:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:50:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:51:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:52:59.095, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:53:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:54:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:55:59.096, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 18:56:59.096, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:57:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:58:59.096, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 18:59:59.096, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 19:00:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:01:59.096, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:02:59.096, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:03:59.095, NVIDIA A10, 0, 85 %, 3351 MiB, 23028 MiB
2025/04/04 19:04:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:05:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:06:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:07:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:08:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:09:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:10:59.095, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:11:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:12:59.094, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:13:59.093, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:14:59.092, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:15:59.092, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:16:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:17:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:18:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:19:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:20:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:21:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:22:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:23:59.089, NVIDIA A10, 0, 91 %, 3351 MiB, 23028 MiB
2025/04/04 19:24:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:25:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:26:59.090, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:27:59.091, NVIDIA A10, 0, 100 %, 3351 MiB, 23028 MiB
2025/04/04 19:28:59.090, NVIDIA A10, 0, 0 %, 3351 MiB, 23028 MiB
2025/04/04 19:29:59.089, NVIDIA A10, 0, 0 %, 3351 MiB, 23028 MiB
2025/04/04 19:30:59.089, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:31:59.089, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:32:59.088, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:33:59.088, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:34:59.087, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:35:59.087, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:36:59.088, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
2025/04/04 19:37:59.087, NVIDIA A10, 0, 0 %, 1 MiB, 23028 MiB
